"player","round","score","opp.no.","player.no.","bye","vp","result","start","opp","opp.score","margin","blank","j","q","x","z","s","overtime","minute","second","power.tiles","bingo.count","bingo.points"
"Michael Tang",14,426,11,8,"N",0,"Lose","Y","Nigel Richards",541,-115,1,0,0,0,1,1,"N",1,27,3,3,221
"Yong Jian Rong",14,400,14,9,"N",0,"Lose","Y","Yeo Kian Hung",464,-64,1,0,0,0,0,3,"N",0,49,4,3,225
"Shim Yen Nee",14,467,13,10,"N",1,"Win","Y","Vannitha Balasingam",441,26,2,0,1,0,1,3,"",NA,NA,7,2,183
"Nigel Richards",14,541,8,11,"N",1,"Win","N","Michael Tang",426,115,1,1,1,1,0,3,"N",13,46,7,3,273
"Aaron Chong",14,490,6,12,"N",1,"Win","N","Ricky Purnomo",370,120,2,1,1,0,0,2,"N",10,56,6,4,305
"Vannitha Balasingam",14,441,10,13,"N",0,"Lose","N","Shim Yen Nee",467,-26,0,1,0,1,0,1,"",NA,NA,3,3,243
"Yeo Kian Hung",14,464,9,14,"N",1,"Win","N","Yong Jian Rong",400,64,1,1,1,1,1,1,"N",14,18,6,1,99
"William Kang",14,448,7,15,"N",0,"Lose","N","Victor Chua",488,-40,1,1,0,1,1,0,"N",6,52,4,2,158
"Martin Teo",14,324,2,16,"N",0,"Lose","N","Marlon Prudencio",641,-317,1,0,0,0,1,3,"N",1,48,5,1,69
"Vinnith Ramamurti",14,392,5,17,"N",0,"Lose","N","Tony Sim",477,-85,1,0,1,1,0,2,"N",7,21,5,2,150
"Jocelyn Lor",14,401,1,18,"N",0,"Lose","N","Hubert Wee",413,-12,1,0,1,1,1,3,"N",2,45,7,2,164
"Tan Jin Chor",14,367,4,19,"N",0,"Lose","N","Victor Gwee",408,-41,1,0,1,1,1,2,"N",2,36,6,1,73
"Alex Tan",14,249,3,20,"N",0,"Lose","N","Wong Zhi Yuan",495,-246,1,1,1,0,1,1,"Y",6,0,5,1,82
"Hubert Wee",15,391,20,1,"N",0,"Lose","N","Alex Tan",438,-47,1,0,0,1,0,2,"N",11,42,4,2,135
"Marlon Prudencio",15,365,18,2,"N",0,"Lose","N","Jocelyn Lor",469,-104,1,1,1,1,0,1,"N",1,47,5,1,60
"Wong Zhi Yuan",15,458,17,3,"N",1,"Win","N","Vinnith Ramamurti",364,94,1,1,1,1,1,2,"N",8,53,7,2,161
"Victor Gwee",15,420,16,4,"N",0,"Lose","N","Martin Teo",513,-93,1,0,0,1,1,2,"N",3,31,5,1,68
"Tony Sim",15,427,19,5,"N",1,"Win","N","Tan Jin Chor",373,54,0,0,1,0,0,4,"N",5,35,5,2,162
"Ricky Purnomo",15,404,14,6,"N",0,"Lose","N","Yeo Kian Hung",447,-43,0,0,1,0,1,2,"N",0,27,4,2,152
"Victor Chua",15,271,13,7,"N",0,"Lose","N","Vannitha Balasingam",692,-421,0,1,1,1,0,0,"N",11,57,3,0,0
"Michael Tang",15,421,12,8,"N",1,"Win","N","Aaron Chong",418,3,1,1,0,1,1,2,"N",0,30,6,1,92
"Yong Jian Rong",15,440,15,9,"N",1,"Win","N","William Kang",361,79,1,0,1,1,1,4,"N",3,19,8,1,68
"Shim Yen Nee",15,469,11,10,"N",1,"Win","N","Nigel Richards",351,118,2,1,1,1,1,3,"N",6,58,9,2,184
"Nigel Richards",15,351,10,11,"N",0,"Lose","Y","Shim Yen Nee",469,-118,0,0,0,0,0,1,"N",12,27,1,1,69
"Aaron Chong",15,418,8,12,"N",0,"Lose","Y","Michael Tang",421,-3,1,0,1,0,0,2,"N",6,5,4,2,146
"Vannitha Balasingam",15,692,7,13,"N",1,"Win","Y","Victor Chua",271,421,2,0,0,0,1,4,"N",0,57,7,5,515
"Yeo Kian Hung",15,447,6,14,"N",1,"Win","Y","Ricky Purnomo",404,43,2,1,0,1,0,2,"N",10,56,6,3,220
"William Kang",15,361,9,15,"N",0,"Lose","Y","Yong Jian Rong",440,-79,1,1,0,0,0,0,"N",0,40,2,1,68
"Martin Teo",15,513,4,16,"N",1,"Win","Y","Victor Gwee",420,93,1,1,1,0,0,2,"N",13,0,5,3,264
"Vinnith Ramamurti",15,364,3,17,"N",0,"Lose","Y","Wong Zhi Yuan",458,-94,1,0,0,0,0,2,"N",0,36,3,2,143
"Jocelyn Lor",15,469,2,18,"N",1,"Win","Y","Marlon Prudencio",365,104,1,0,0,0,1,3,"N",7,42,5,3,235
"Tan Jin Chor",15,373,5,19,"N",0,"Lose","Y","Tony Sim",427,-54,2,1,0,1,1,0,"N",3,11,5,1,83
"Alex Tan",15,438,1,20,"N",1,"Win","Y","Hubert Wee",391,47,1,1,1,0,1,2,"N",8,3,6,2,149
"Hubert Wee",16,486,17,1,"N",1,"Win","Y","Vinnith Ramamurti",350,136,1,0,1,1,0,3,"N",6,50,6,2,156
"Marlon Prudencio",16,502,20,2,"N",1,"Win","Y","Alex Tan",320,182,2,0,1,0,0,2,"N",13,45,5,4,294
"Wong Zhi Yuan",16,382,15,3,"N",0,"Lose","Y","William Kang",435,-53,0,0,0,0,1,1,"N",4,10,2,1,87
"Victor Gwee",16,395,18,4,"N",0,"Lose","Y","Jocelyn Lor",469,-74,1,0,1,1,0,2,"N",1,10,5,0,0
"Tony Sim",16,390,13,5,"N",0,"Lose","Y","Vannitha Balasingam",424,-34,1,1,1,0,0,1,"N",0,3,4,1,69
"Ricky Purnomo",16,440,19,6,"N",1,"Win","Y","Tan Jin Chor",345,95,1,0,1,0,1,1,"N",0,34,4,2,156
"Victor Chua",16,441,11,7,"N",0,"Lose","Y","Nigel Richards",442,-1,1,0,1,1,1,2,"N",0,5,6,2,147
"Michael Tang",16,426,14,8,"N",0,"Lose","Y","Yeo Kian Hung",457,-31,0,1,1,0,1,2,"N",10,38,5,1,84
"Yong Jian Rong",16,473,16,9,"N",1,"Win","Y","Martin Teo",453,20,0,1,1,0,1,2,"N",9,23,5,2,163
"Shim Yen Nee",16,390,12,10,"N",1,"Win","Y","Aaron Chong",371,19,1,1,0,0,1,1,"N",0,35,4,1,69
"Nigel Richards",16,442,7,11,"N",1,"Win","N","Victor Chua",441,1,1,1,0,0,0,2,"N",8,12,4,3,223
"Aaron Chong",16,371,10,12,"N",0,"Lose","N","Shim Yen Nee",390,-19,1,0,1,1,0,3,"N",2,7,6,1,65
"Vannitha Balasingam",16,424,5,13,"N",1,"Win","N","Tony Sim",390,34,1,0,0,1,1,3,"N",0,5,6,2,140
"Yeo Kian Hung",16,457,8,14,"N",1,"Win","N","Michael Tang",426,31,2,0,0,1,0,2,"N",2,7,5,3,212
"William Kang",16,435,3,15,"N",1,"Win","N","Wong Zhi Yuan",382,53,2,1,1,1,0,3,"N",11,14,8,2,159
"Martin Teo",16,453,9,16,"N",0,"Lose","N","Yong Jian Rong",473,-20,2,0,0,1,0,3,"N",0,42,6,3,228
"Vinnith Ramamurti",16,350,1,17,"N",0,"Lose","N","Hubert Wee",486,-136,1,1,0,0,1,1,"N",7,20,4,1,77
"Jocelyn Lor",16,469,4,18,"N",1,"Win","N","Victor Gwee",395,74,1,1,0,0,1,2,"N",9,25,5,3,221
"Tan Jin Chor",16,345,6,19,"N",0,"Lose","N","Ricky Purnomo",440,-95,1,1,0,1,0,3,"N",8,12,6,1,79
"Alex Tan",16,320,2,20,"N",0,"Lose","N","Marlon Prudencio",502,-182,0,1,0,1,1,2,"N",9,35,5,0,0
"Hubert Wee",17,363,15,1,"N",0,"Lose","N","William Kang",398,-35,1,1,1,0,0,1,"N",0,16,4,1,80
"Marlon Prudencio",17,480,17,2,"N",1,"Win","N","Vinnith Ramamurti",337,143,1,0,0,0,0,4,"N",2,24,5,3,219
"Wong Zhi Yuan",17,385,19,3,"N",1,"Win","N","Tan Jin Chor",371,14,1,0,1,1,1,0,"N",12,10,4,1,61
"Victor Gwee",17,376,20,4,"N",0,"Lose","N","Alex Tan",470,-94,0,0,1,1,1,1,"N",4,41,4,1,84
"Tony Sim",17,396,11,5,"N",0,"Lose","N","Nigel Richards",489,-93,1,1,1,0,1,3,"N",0,37,7,1,80
"Ricky Purnomo",17,425,18,6,"N",1,"Win","N","Jocelyn Lor",362,63,2,0,1,0,1,4,"N",1,7,8,3,206
"Victor Chua",17,432,12,7,"N",1,"Win","N","Aaron Chong",416,16,2,1,1,0,0,1,"N",4,12,5,3,215
"Michael Tang",17,324,16,8,"N",0,"Lose","N","Martin Teo",431,-107,1,1,0,1,0,2,"N",0,55,5,1,69
"Yong Jian Rong",17,390,13,9,"N",0,"Lose","N","Vannitha Balasingam",485,-95,0,0,0,1,1,3,"N",13,20,5,0,0
"Shim Yen Nee",17,319,14,10,"N",0,"Lose","N","Yeo Kian Hung",429,-110,1,1,0,0,0,2,"N",0,42,4,2,126
"Nigel Richards",17,489,5,11,"N",1,"Win","Y","Tony Sim",396,93,1,0,0,1,0,1,"N",11,43,3,3,277
"Aaron Chong",17,416,7,12,"N",0,"Lose","Y","Victor Chua",432,-16,0,0,0,1,1,3,"N",7,31,5,1,76
"Vannitha Balasingam",17,485,9,13,"N",1,"Win","Y","Yong Jian Rong",390,95,2,1,1,0,0,1,"N",0,39,5,3,233
"Yeo Kian Hung",17,429,10,14,"N",1,"Win","Y","Shim Yen Nee",319,110,1,0,1,1,1,2,"N",7,6,6,1,64
"William Kang",17,398,1,15,"N",1,"Win","Y","Hubert Wee",363,35,1,0,0,1,1,3,"N",6,17,6,1,69
"Martin Teo",17,431,8,16,"N",1,"Win","Y","Michael Tang",324,107,1,0,1,0,1,2,"N",14,35,5,2,137
"Vinnith Ramamurti",17,337,2,17,"N",0,"Lose","Y","Marlon Prudencio",480,-143,1,1,1,1,1,0,"N",10,25,5,1,71
"Jocelyn Lor",17,362,6,18,"N",0,"Lose","Y","Ricky Purnomo",425,-63,0,1,0,1,0,0,"N",5,49,2,0,0
"Tan Jin Chor",17,371,3,19,"N",0,"Lose","Y","Wong Zhi Yuan",385,-14,1,1,0,0,0,4,"N",4,12,6,1,86
"Alex Tan",17,470,4,20,"N",1,"Win","Y","Victor Gwee",376,94,2,1,0,0,0,3,"N",5,47,6,3,237
"Hubert Wee",18,505,13,1,"N",1,"Win","Y","Vannitha Balasingam",370,135,0,1,0,1,1,1,"N",12,35,4,2,146
"Marlon Prudencio",18,517,15,2,"N",1,"Win","Y","William Kang",407,110,1,1,0,1,0,2,"N",1,34,5,3,212
"Wong Zhi Yuan",18,401,11,3,"N",1,"Win","Y","Nigel Richards",369,32,2,1,0,0,0,2,"N",2,28,5,2,155
"Victor Gwee",18,476,17,4,"N",1,"Win","Y","Vinnith Ramamurti",355,121,1,0,1,0,0,4,"N",7,32,6,3,223
"Tony Sim",18,438,12,5,"N",0,"Lose","Y","Aaron Chong",483,-45,0,0,1,0,0,2,"N",6,36,3,2,138
"Ricky Purnomo",18,551,20,6,"N",1,"Win","Y","Alex Tan",374,177,1,1,0,0,1,4,"N",5,4,7,2,148
"Victor Chua",18,534,14,7,"N",1,"Win","Y","Yeo Kian Hung",321,213,2,1,0,1,0,2,"N",5,39,6,4,302
"Michael Tang",18,436,19,8,"N",1,"Win","Y","Tan Jin Chor",415,21,0,0,0,1,0,2,"N",1,5,3,2,142
"Yong Jian Rong",18,387,18,9,"N",1,"Win","Y","Jocelyn Lor",368,19,0,0,1,1,0,2,"N",11,48,4,2,132
"Shim Yen Nee",18,407,16,10,"N",1,"Win","Y","Martin Teo",374,33,1,0,1,0,0,2,"N",2,36,4,2,145
"Nigel Richards",18,369,3,11,"N",0,"Lose","N","Wong Zhi Yuan",401,-32,0,0,1,1,1,2,"N",5,4,5,0,0
"Aaron Chong",18,483,5,12,"N",1,"Win","N","Tony Sim",438,45,2,1,0,1,1,2,"N",10,6,7,3,229
"Vannitha Balasingam",18,370,1,13,"N",0,"Lose","N","Hubert Wee",505,-135,2,0,1,0,0,3,"N",0,30,6,2,154
"Yeo Kian Hung",18,321,7,14,"N",0,"Lose","N","Victor Chua",534,-213,0,0,1,0,1,2,"N",13,55,4,1,74
"William Kang",18,407,2,15,"N",0,"Lose","N","Marlon Prudencio",517,-110,1,0,1,0,1,2,"N",13,47,5,2,148
"Martin Teo",18,374,10,16,"N",0,"Lose","N","Shim Yen Nee",407,-33,1,1,0,1,1,2,"N",16,4,6,2,159
"Vinnith Ramamurti",18,355,4,17,"N",0,"Lose","N","Victor Gwee",476,-121,1,1,0,1,1,0,"N",10,24,4,1,75
"Jocelyn Lor",18,368,9,18,"N",0,"Lose","N","Yong Jian Rong",387,-19,2,1,0,0,1,2,"N",5,33,6,1,81
"Tan Jin Chor",18,415,8,19,"N",0,"Lose","N","Michael Tang",436,-21,2,1,1,0,1,2,"N",0,14,7,2,142
"Alex Tan",18,374,6,20,"N",0,"Lose","N","Ricky Purnomo",551,-177,1,0,1,1,0,0,"N",6,33,3,1,83
"Hubert Wee",19,424,12,1,"N",1,"Win","N","Aaron Chong",397,27,1,1,1,1,0,2,"N",3,27,6,1,80
"Marlon Prudencio",19,345,11,2,"N",0,"Lose","N","Nigel Richards",479,-134,0,1,1,0,1,0,"N",7,49,3,1,78
"Wong Zhi Yuan",19,376,14,3,"N",0,"Lose","N","Yeo Kian Hung",451,-75,1,1,1,1,0,2,"N",6,56,6,2,128
"Victor Gwee",19,438,13,4,"N",1,"Win","N","Vannitha Balasingam",398,40,2,1,0,1,0,3,"N",5,32,7,2,153
"Tony Sim",19,318,16,5,"N",0,"Lose","N","Martin Teo",450,-132,1,0,1,1,0,0,"N",0,28,3,0,0
"Ricky Purnomo",19,436,15,6,"N",1,"Win","N","William Kang",373,63,1,0,1,1,0,2,"N",3,43,5,2,192
"Victor Chua",19,398,18,7,"N",0,"Lose","N","Jocelyn Lor",517,-119,1,0,0,0,0,3,"N",7,59,4,3,217
"Michael Tang",19,397,17,8,"N",0,"Lose","N","Vinnith Ramamurti",401,-4,1,1,1,0,1,1,"N",0,56,5,2,151
"Yong Jian Rong",19,448,20,9,"N",0,"Lose","N","Alex Tan",479,-31,1,0,0,1,1,1,"N",9,5,4,3,204
"Shim Yen Nee",19,422,19,10,"N",0,"Lose","N","Tan Jin Chor",444,-22,1,0,1,1,0,2,"N",0,49,5,3,214
"Nigel Richards",19,479,2,11,"N",1,"Win","Y","Marlon Prudencio",345,134,2,0,0,1,0,4,"N",9,8,7,3,220
"Aaron Chong",19,397,1,12,"N",0,"Lose","Y","Hubert Wee",424,-27,1,0,0,0,1,2,"N",1,16,4,2,151
"Vannitha Balasingam",19,398,4,13,"N",0,"Lose","Y","Victor Gwee",438,-40,0,0,1,0,1,1,"Y",0,29,3,1,76
"Yeo Kian Hung",19,451,3,14,"N",1,"Win","Y","Wong Zhi Yuan",376,75,1,0,0,0,1,2,"N",12,31,4,2,161
"William Kang",19,373,6,15,"N",0,"Lose","Y","Ricky Purnomo",436,-63,1,1,0,0,1,2,"N",6,32,5,2,134
"Martin Teo",19,450,5,16,"N",1,"Win","Y","Tony Sim",318,132,1,1,0,0,1,4,"N",12,52,7,3,221
"Vinnith Ramamurti",19,401,8,17,"N",1,"Win","Y","Michael Tang",397,4,1,0,0,1,0,3,"N",6,57,5,1,78
"Jocelyn Lor",19,517,7,18,"N",1,"Win","Y","Victor Chua",398,119,1,1,1,1,1,1,"N",8,57,6,2,212
"Tan Jin Chor",19,444,10,19,"N",1,"Win","Y","Shim Yen Nee",422,22,1,1,0,0,1,2,"N",10,36,5,2,150
"Alex Tan",19,479,9,20,"N",1,"Win","Y","Yong Jian Rong",448,31,1,1,1,0,0,3,"N",14,42,6,3,260
"Hubert Wee",20,495,11,1,"N",0,"Lose","Y","Nigel Richards",566,-71,1,1,1,0,1,1,"N",0,49,5,3,221
"Marlon Prudencio",20,305,12,2,"N",0,"Lose","Y","Aaron Chong",475,-170,0,0,1,1,1,2,"N",3,49,5,0,0
"Wong Zhi Yuan",20,502,13,3,"N",1,"Win","Y","Vannitha Balasingam",462,40,2,0,1,1,0,3,"N",12,6,7,2,163
"Victor Gwee",20,457,14,4,"N",1,"Win","Y","Yeo Kian Hung",364,93,1,1,1,0,0,3,"N",10,38,6,2,154
"Tony Sim",20,399,15,5,"N",1,"Win","Y","William Kang",361,38,1,1,0,0,1,4,"N",1,42,7,1,68
"Ricky Purnomo",20,450,16,6,"N",1,"Win","Y","Martin Teo",387,63,0,1,1,1,1,2,"N",0,17,6,2,151
"Victor Chua",20,400,17,7,"N",1,"Win","Y","Vinnith Ramamurti",363,37,0,0,0,1,1,3,"N",9,43,5,1,80
"Michael Tang",20,404,18,8,"N",1,"Win","Y","Jocelyn Lor",355,49,2,0,0,0,0,0,"N",6,52,2,2,140
"Yong Jian Rong",20,396,19,9,"N",0,"Lose","Y","Tan Jin Chor",422,-26,2,1,0,0,0,2,"N",7,56,5,2,147
"Shim Yen Nee",20,371,20,10,"N",0,"Lose","Y","Alex Tan",587,-216,0,0,1,0,0,2,"N",2,55,3,2,131
"Nigel Richards",20,566,1,11,"N",1,"Win","N","Hubert Wee",495,71,1,0,0,1,0,3,"N",14,57,5,5,399
"Aaron Chong",20,475,2,12,"N",1,"Win","N","Marlon Prudencio",305,170,2,1,0,0,0,2,"N",10,26,5,2,141
"Vannitha Balasingam",20,462,3,13,"N",0,"Lose","N","Wong Zhi Yuan",502,-40,0,1,0,0,1,1,"N",0,7,3,1,66
"Yeo Kian Hung",20,364,4,14,"N",0,"Lose","N","Victor Gwee",457,-93,1,0,0,1,1,1,"N",4,26,4,2,133
"William Kang",20,361,5,15,"N",0,"Lose","N","Tony Sim",399,-38,1,0,1,1,0,0,"N",6,43,3,1,90
"Martin Teo",20,387,6,16,"N",0,"Lose","N","Ricky Purnomo",450,-63,2,0,0,0,0,2,"N",0,27,4,2,155
"Vinnith Ramamurti",20,363,7,17,"N",0,"Lose","N","Victor Chua",400,-37,2,1,1,0,0,1,"N",4,5,5,1,67
"Jocelyn Lor",20,355,8,18,"N",0,"Lose","N","Michael Tang",404,-49,0,1,1,1,1,4,"N",5,50,8,1,77
"Tan Jin Chor",20,422,9,19,"N",1,"Win","N","Yong Jian Rong",396,26,0,0,1,1,1,2,"N",6,24,5,1,76
"Alex Tan",20,587,10,20,"N",1,"Win","N","Shim Yen Nee",371,216,2,1,0,1,1,2,"N",10,0,7,4,292
